x
"37",0.33,"Ideal","E","VS2",60.6,55,928,4.5,4.48,2.72
"38",0.41,"Ideal","I","VVS1",61.7,57,875,4.73,4.76,2.93
"39",1.01,"Good","E","SI1",58.1,59,5627,6.57,6.65,3.84
"40",0.41,"Ideal","F","VVS1",61.9,56,1356,4.79,4.77,2.96
"41",1.5,"Premium","E","SI2",61.1,58,7560,7.34,7.31,4.47
"42",0.3,"Ideal","H","IF",61.5,56,764,4.32,4.33,2.66
"43",1.24,"Premium","D","SI2",60.6,59,4916,6.99,6.96,4.23
"44",0.3,"Ideal","H","VS1",62.3,55,526,4.29,4.34,2.69
"45",1.5,"Ideal","I","I1",61.8,57,5510,7.39,7.31,4.54
"46",0.58,"Premium","H","VS2",59.7,59,1439,5.42,5.33,3.21
"47",0.71,"Very Good","E","SI1",62,55,2420,5.72,5.76,3.56
"48",0.23,"Very Good","D","VS1",61.8,57,357,3.9,3.93,2.42
"49",0.4,"Premium","E","VS2",61.2,60,949,4.79,4.68,2.9
"50",0.71,"Very Good","E","SI2",62.1,57,2123,5.71,5.76,3.56
"51",0.51,"Good","G","SI2",63.6,54,1029,5.05,5.08,3.22
"52",1.21,"Ideal","H","VS2",62.9,55,7513,6.77,6.8,4.27
"53",0.4,"Premium","G","VS1",62.2,55,1080,4.83,4.69,2.96
"54",0.4,"Ideal","E","SI1",61.8,56,737,4.71,4.74,2.92
"55",1.58,"Premium","H","SI2",62.4,57,8777,7.45,7.36,4.62
"56",0.71,"Very Good","H","SI1",61.4,58,2076,5.72,5.78,3.53
"57",2,"Premium","J","VS2",62.9,60,11966,7.99,7.95,5.01
"58",1.04,"Very Good","J","SI2",63.5,59,3810,6.37,6.42,4.06
"59",0.35,"Premium","E","IF",59,61,1148,4.64,4.62,2.73
"60",0.49,"Good","F","VS1",63.6,59,1426,4.95,4.92,3.14
"61",1,"Very Good","D","VS1",60,60,7281,6.44,6.49,3.88
"62",0.51,"Very Good","E","VS2",60.2,62,1393,5.16,5.27,3.14
"63",0.9,"Very Good","F","SI1",63,60,4232,6.09,6.13,3.85
"64",0.45,"Premium","F","VS1",62.1,59,1229,4.85,4.81,3
"65",1.11,"Ideal","E","SI1",61.1,57,6800,6.64,6.72,4.08
"66",0.41,"Ideal","E","SI1",61.2,55,824,4.8,4.84,2.95
"67",0.4,"Very Good","F","SI1",62.1,60,756,4.66,4.7,2.91
"68",1,"Very Good","G","VVS2",62.3,58,7528,6.39,6.45,4
"69",0.5,"Ideal","E","VS2",62.9,54,1629,5.14,5.1,3.22
"70",0.31,"Ideal","E","SI1",62.4,57,544,4.31,4.34,2.7
"71",2,"Very Good","J","SI2",62.8,57,11510,8.02,8.05,5.04
"72",0.51,"Ideal","G","VS2",61.9,55,1450,5.07,5.1,3.15
"73",0.38,"Ideal","F","VS1",61.3,56,1116,4.68,4.72,2.88
"74",0.53,"Ideal","F","VS2",61.1,54,1655,5.26,5.29,3.22
"75",1.65,"Premium","F","SI2",60.5,61,9693,7.7,7.65,4.64
"76",0.5,"Premium","H","VS2",60.9,59,1332,5.14,5.11,3.12
"77",1.27,"Ideal","F","VS2",61,59,9547,6.96,6.98,4.25
"78",0.71,"Premium","F","VS1",59,60,2839,5.82,5.8,3.43
"79",0.31,"Premium","D","VS2",61.7,59,734,4.31,4.34,2.67
"80",0.45,"Ideal","H","SI1",61.6,56,923,4.94,4.96,3.05
"81",0.25,"Very Good","E","VVS1",60.1,57,526,4.08,4.11,2.46
"82",0.71,"Very Good","D","VS2",62.8,56,3045,5.67,5.7,3.57
"83",1.6,"Ideal","H","VS2",61.2,57,8709,7.57,7.5,4.61
"84",0.31,"Ideal","G","VVS2",62.7,57,846,4.35,4.32,2.72
"85",0.5,"Premium","E","VS2",61,59,1583,5.13,5.07,3.11
"86",1.02,"Premium","G","VVS2",62.6,59,7602,6.41,6.46,4.03
"87",0.38,"Good","J","VVS2",63.4,56,666,4.56,4.62,2.91
"88",0.39,"Ideal","G","SI2",61.2,56,603,4.71,4.73,2.89
"89",1.57,"Ideal","J","VVS2",61.4,57,9516,7.5,7.45,4.59
"90",0.31,"Very Good","H","SI1",62.8,58,435,4.28,4.32,2.7
"91",0.56,"Ideal","I","SI1",61.3,56,1343,5.28,5.31,3.25
"92",0.7,"Ideal","F","SI1",59.9,57,2264,5.74,5.82,3.46
"93",1,"Good","F","SI1",63.8,57,4844,6.21,6.29,3.99
"94",0.3,"Ideal","F","IF",61.6,58,886,4.28,4.32,2.65
"95",0.36,"Premium","F","VVS2",62.7,58,766,4.51,4.55,2.84
"96",1.5,"Premium","D","SI2",58.7,57,9173,7.48,7.42,4.37
"97",0.3,"Ideal","G","VVS2",62.2,55,878,4.33,4.29,2.68
"98",0.53,"Very Good","E","VS2",61.4,55,1607,5.21,5.24,3.21
"99",0.72,"Ideal","F","VS1",62.4,56,3084,5.76,5.72,3.58
"100",1.16,"Premium","G","SI2",62.5,58,4969,6.72,6.68,4.19
"101",0.41,"Good","F","SI1",63.3,57,755,4.69,4.72,2.98
"102",1.8,"Ideal","F","SI1",61.8,57,16364,7.79,7.83,4.83
"103",0.58,"Good","E","SI1",59.3,64,1336,5.48,5.42,3.23
"104",1.21,"Premium","G","SI2",60.3,58,5529,6.96,6.9,4.18
"105",1.03,"Ideal","D","SI2",60.7,55,4839,6.61,6.53,3.99
"106",0.35,"Premium","F","VS2",61.8,58,706,4.48,4.52,2.78
"107",1.04,"Premium","E","SI2",60.1,58,3392,6.65,6.56,3.97
"108",0.71,"Ideal","G","VVS1",61.1,57,3955,5.76,5.8,3.53
"109",2.03,"Premium","J","SI2",62.7,59,12268,8.02,8.08,5.05
"110",1.02,"Premium","D","SI1",62.3,59,5998,6.42,6.38,3.99
"111",0.33,"Premium","G","VS1",61.6,57,797,4.51,4.42,2.75
"112",0.31,"Ideal","D","VS2",61.8,55,734,4.33,4.37,2.69
"113",1.42,"Ideal","J","VS2",61.7,56,7942,7.22,7.27,4.47
"114",0.38,"Ideal","F","SI1",62.5,53.7,693,4.64,4.66,2.91
"115",1.5,"Ideal","H","SI1",61.6,57,7627,7.34,7.24,4.49
"116",0.3,"Ideal","D","SI1",61.6,56,709,4.34,4.3,2.66
"117",0.41,"Ideal","D","VVS2",61.1,56,1105,4.78,4.81,2.93
"118",0.81,"Fair","F","SI2",68.8,79,2301,5.26,5.2,3.58
"119",0.42,"Ideal","E","VS2",62.2,55,958,4.79,4.83,2.99
"120",1.55,"Very Good","H","SI1",61.6,54,9818,7.41,7.47,4.58
"121",0.3,"Very Good","H","VVS2",62.8,57,605,4.22,4.25,2.66
"122",0.91,"Ideal","E","SI2",60.8,56,3968,6.25,6.29,3.81
"123",1,"Premium","F","VS2",61.9,59,6521,6.36,6.41,3.95
"124",0.74,"Ideal","H","VS2",62.5,54,2497,5.76,5.82,3.62
"125",1.01,"Good","J","VS1",60.4,64,4129,6.48,6.44,3.9
"126",0.32,"Ideal","E","VS2",62,55,702,4.38,4.46,2.74
"127",0.35,"Ideal","H","VVS1",60.9,57,773,4.55,4.58,2.78
"128",1.01,"Premium","I","SI1",60.8,61,4525,6.47,6.43,3.92
"129",0.5,"Very Good","G","SI1",62.2,60,1197,5.03,5.07,3.14
"130",1.07,"Premium","G","VS2",60.1,60,6022,6.76,6.6,3.99
"131",0.55,"Ideal","I","SI1",61.7,55,1134,5.29,5.31,3.27
"132",0.96,"Fair","G","SI1",69.7,59,3299,6.09,5.9,4.18
"133",0.55,"Very Good","F","SI1",59.1,59,1370,5.36,5.4,3.18
"134",1.04,"Fair","G","SI2",65.2,57,2745,6.25,6.23,4.07
"135",0.4,"Ideal","G","VVS1",60.2,60,997,4.78,4.82,2.89
"136",0.72,"Ideal","D","SI1",61.5,54,2804,5.77,5.8,3.56
"137",0.59,"Very Good","E","SI2",63.8,57,1286,5.31,5.34,3.4
"138",0.41,"Premium","G","VS2",61.5,58,827,4.8,4.82,2.96
"139",0.47,"Ideal","F","VVS1",61.9,55,1779,4.98,5,3.09
"140",1.35,"Ideal","D","VS2",61.3,57,10602,7.09,7.13,4.36
"141",0.37,"Ideal","E","VS2",62.3,56,1041,4.59,4.56,2.85
"142",1.16,"Ideal","E","SI2",59.9,57,5001,6.8,6.82,4.08
"143",1.23,"Ideal","H","VS2",62.8,56,7900,6.76,6.84,4.27
"144",0.74,"Very Good","E","SI1",63.5,56,2803,5.74,5.79,3.66
"145",1,"Premium","E","SI2",61.7,58,4704,6.39,6.34,3.93
"146",1,"Premium","H","VS2",58.4,60,4514,6.36,6.3,3.7
"147",2.17,"Fair","G","I1",55.6,62,6817,8.75,8.69,4.8
"148",1.01,"Premium","G","SI2",62.7,58,4327,6.44,6.38,4.02
"149",0.71,"Ideal","G","SI1",61.6,57,2738,5.72,5.76,3.53
"150",0.31,"Very Good","D","SI2",62.9,54,462,4.3,4.35,2.72
"151",1.04,"Very Good","G","VVS1",58.2,60,6766,6.66,6.71,3.89
"152",0.82,"Good","G","VS2",64,57,2805,5.92,5.89,3.78
"153",0.51,"Premium","F","VS2",61,58,1687,5.17,5.1,3.13
"154",1.05,"Very Good","J","SI2",63.2,56,2789,6.49,6.45,4.09
"155",0.25,"Very Good","F","VS1",59.7,57,436,4.13,4.21,2.49
"156",0.55,"Premium","F","VS2",62.5,58,2376,5.25,5.22,3.27
"157",0.35,"Good","H","SI2",63.2,61,429,4.47,4.49,2.83
"158",1.13,"Premium","I","SI2",59.9,57,4271,6.8,6.76,4.06
"159",1,"Fair","G","VS2",63.7,55,5484,6.28,6.21,3.98
"160",1.02,"Premium","H","SI1",61.9,61,4558,6.42,6.34,3.95
"161",1.5,"Premium","D","SI2",60.5,59,10206,7.37,7.27,4.43
"162",1.02,"Premium","D","VS2",59.8,61,6909,6.61,6.54,3.93
"163",1.22,"Premium","G","VS1",61.6,60,7850,6.85,6.88,4.23
"164",0.26,"Ideal","E","VVS2",62.3,57,769,4.09,4.06,2.54
"165",0.51,"Good","G","VVS1",63.9,57,1925,5.06,5.08,3.24
"166",1.01,"Very Good","H","VS1",63.5,56,4412,6.32,6.27,4
"167",0.71,"Ideal","D","VS2",60.1,56,4029,5.77,5.83,3.48
"168",0.3,"Ideal","D","VS2",62.4,55,790,4.32,4.3,2.69
"169",0.52,"Ideal","I","SI1",61.8,54,950,5.17,5.19,3.2
"170",1.18,"Very Good","E","I1",62.5,58,3894,6.62,6.75,4.18
"171",1.19,"Ideal","D","SI1",62,57,6857,6.77,6.82,4.21
"172",1,"Very Good","F","VS2",62.2,57,6183,6.4,6.43,3.99
"173",1.04,"Very Good","D","SI1",61.5,58,5605,6.48,6.53,4
"174",1.07,"Ideal","D","VS1",61.8,57,9077,6.55,6.58,4.06
"175",1.22,"Very Good","F","SI1",63.1,58,6530,6.8,6.74,4.27
"176",0.42,"Ideal","G","VVS1",61.1,56,1235,4.84,4.82,2.95
"177",0.7,"Ideal","F","VS2",62,56,2671,5.71,5.74,3.55
"178",1.51,"Fair","H","SI2",64.5,59,6291,7.21,7.15,4.63
"179",0.3,"Premium","E","VVS2",60.8,60,1013,4.31,4.27,2.61
"180",0.76,"Ideal","F","SI1",62.6,57,2719,5.84,5.89,3.67
"181",1.01,"Good","E","SI1",59.3,64,4480,6.49,6.47,3.84
"182",0.3,"Ideal","D","VVS2",61.5,55,1041,4.34,4.38,2.68
"183",0.9,"Very Good","H","VS2",62.2,58,4157,6.11,6.18,3.82
"184",0.31,"Ideal","H","VS1",61.6,56,544,4.34,4.36,2.68
"185",0.34,"Ideal","D","VS2",62.3,55,805,4.45,4.48,2.78
"186",0.36,"Ideal","H","VS2",61,56,587,4.61,4.63,2.82
"187",0.37,"Ideal","E","VVS1",61.5,56,1103,4.59,4.64,2.84
"188",2.1,"Ideal","H","SI2",63,57,16629,8.13,8.08,5.11
"189",0.59,"Very Good","H","VS1",62.1,55,1757,5.37,5.41,3.35
"190",1.5,"Ideal","E","SI1",61.9,57,9828,7.37,7.31,4.54
"191",2.2,"Premium","H","SI2",62.7,58,17634,8.33,8.27,5.2
"192",0.31,"Ideal","E","VS2",61.3,56,872,4.37,4.34,2.67
"193",1.28,"Ideal","G","VS1",62.7,53,9372,6.94,6.97,4.36
"194",0.31,"Premium","G","VVS1",63,58,1046,4.32,4.29,2.71
"195",1.02,"Very Good","J","SI1",61.4,58,4137,6.47,6.5,3.98
"196",0.27,"Ideal","H","VS2",60.5,57,397,4.17,4.19,2.53
"197",1.59,"Very Good","J","VS2",62.9,58.1,8526,7.39,7.45,4.66
"198",2.14,"Premium","G","SI2",60.4,59,17513,8.32,8.38,5.04
"199",1.06,"Very Good","H","SI2",62.8,57,4372,6.49,6.57,4.1
"200",1.23,"Very Good","E","VVS2",60.4,62,11175,6.88,6.93,4.17
"201",1.78,"Ideal","F","VS2",60.9,56,18128,7.85,7.88,4.79
"202",0.31,"Premium","E","VS2",60.5,60,680,4.34,4.36,2.63
"203",0.32,"Ideal","E","VVS1",61.7,56,954,4.4,4.42,2.72
"204",1.05,"Ideal","I","VS2",60.2,57,5347,6.6,6.65,3.99
"205",1.11,"Premium","G","SI2",62.3,58,4755,6.65,6.61,4.13
"206",1.53,"Ideal","D","SI1",61.4,58,12981,7.35,7.44,4.54
"207",0.31,"Ideal","E","SI1",60.6,56,595,4.39,4.42,2.67
"208",0.31,"Ideal","E","IF",62.2,54,987,4.33,4.35,2.7
"209",0.73,"Ideal","I","VS2",62.1,54,2327,5.79,5.8,3.6
"210",1.54,"Ideal","G","VVS1",61.4,56,18294,7.42,7.47,4.57
"211",1.01,"Very Good","F","VS2",61.6,57,6773,6.39,6.46,3.96
"212",1.51,"Premium","F","SI1",60.7,58,11666,7.41,7.38,4.49
"213",0.73,"Premium","F","SI1",58.7,59,2644,5.97,5.92,3.49
"214",0.31,"Good","H","VVS1",63.3,58,707,4.28,4.32,2.72
"215",0.37,"Premium","E","VS2",59.1,60,1041,4.68,4.66,2.76
"216",1.61,"Ideal","G","VS1",61.8,57,17076,7.48,7.51,4.63
"217",0.41,"Ideal","F","VS1",62.7,55,1076,4.77,4.74,2.98
"218",0.31,"Ideal","F","VVS2",62.4,55,761,4.33,4.36,2.71
"219",1,"Premium","D","SI2",59.4,60,4626,6.56,6.48,3.87
"220",0.26,"Premium","H","VVS1",59.8,59,468,4.12,4.17,2.48
"221",0.42,"Ideal","J","VS1",60.9,57,663,4.83,4.86,2.95
"222",0.5,"Good","J","SI1",59.6,60,959,5.15,5.18,3.08
"223",0.3,"Ideal","H","VVS2",62.2,57,605,4.26,4.29,2.66
"224",1.01,"Premium","G","VVS2",59.4,58,7366,6.53,6.51,3.93
"225",0.3,"Ideal","H","IF",60.8,56,1013,4.37,4.35,2.65
"226",1.01,"Premium","F","SI2",61.6,58,4497,6.45,6.4,3.96
"227",0.33,"Very Good","F","VVS2",61.2,55,801,4.45,4.47,2.73
"228",0.75,"Good","D","SI1",63.6,58,3024,5.77,5.65,3.63
"229",0.54,"Ideal","F","VS2",62.2,57,1662,5.21,5.24,3.25
"230",1.01,"Very Good","H","SI1",61.9,57,4432,6.36,6.41,3.95
"231",2.04,"Ideal","H","SI2",61.5,57,16800,8.15,8.18,5.02
"232",1.02,"Ideal","E","SI1",61.1,56,4591,6.45,6.51,3.96
"233",0.47,"Premium","E","SI1",59.3,56,1087,5.07,5.05,3.02
"234",1.5,"Very Good","F","VVS1",60,60,17279,7.36,7.44,4.44
"235",0.36,"Premium","D","SI2",60,58,537,4.58,4.62,2.76
"236",1.52,"Ideal","D","SI1",60.6,58,14426,7.46,7.4,4.51
"237",0.56,"Ideal","G","VVS1",62,56,2202,5.28,5.3,3.28
"238",1.07,"Premium","G","SI1",61.6,58,5453,6.6,6.56,4.05
"239",0.29,"Very Good","G","VS2",62,55,471,4.24,4.27,2.63
"240",0.9,"Very Good","G","SI2",63.4,59,3246,6.08,6.04,3.84
"241",1.04,"Very Good","G","VS2",62.8,56,6424,6.42,6.48,4.05
"242",0.8,"Very Good","E","VS2",61.6,57,4263,5.95,5.97,3.67
"243",1,"Premium","E","SI2",62.9,61,3450,6.3,6.23,3.94
"244",0.71,"Ideal","E","SI2",62.3,57,2190,5.66,5.74,3.55
"245",1.32,"Ideal","G","VS2",61.1,57,9408,7.07,7.13,4.34
"246",2.2,"Premium","G","SI1",60.5,55,18193,8.49,8.42,5.11
"247",2.01,"Very Good","G","SI1",63.1,59,18741,8.03,7.98,5.05
"248",0.71,"Fair","G","VVS1",62.8,57,3062,5.67,5.57,3.53
"249",0.81,"Good","D","SI1",63.9,58,3179,5.9,5.85,3.75
"250",1.01,"Ideal","G","VS1",62.4,56,6794,6.44,6.39,4
"251",1,"Good","G","VS1",63.6,59,6349,6.3,6.34,4.02
"252",1.37,"Premium","J","SI2",60.7,60,5156,7.19,7.07,4.33
"253",0.72,"Ideal","G","VS1",61.3,56,3102,5.77,5.82,3.55
"254",0.5,"Ideal","E","VS1",62.3,55,1603,5.09,5.12,3.18
"255",0.36,"Very Good","H","SI1",63,55,505,4.51,4.54,2.85
"256",0.32,"Ideal","H","VVS2",61.9,55,828,4.39,4.37,2.71
"257",0.33,"Good","G","SI1",63.2,57,492,4.39,4.44,2.79
"258",0.31,"Ideal","E","VS2",61.7,55,680,4.33,4.36,2.68
"259",0.8,"Premium","G","SI2",61.4,56,2451,5.99,5.96,3.67
"260",0.73,"Ideal","E","VS1",62.5,57,3235,5.73,5.76,3.59
"261",0.3,"Good","G","VS1",63.6,57,605,4.23,4.26,2.7
"262",1.01,"Good","F","SI1",64.2,58,4339,6.24,6.29,4.02
"263",1.07,"Premium","I","VS2",60.7,58,4491,6.62,6.66,4.03
"264",1.5,"Premium","F","VS1",62.2,60,15851,7.3,7.27,4.53
"265",0.55,"Ideal","H","VS1",62.3,56,1634,5.22,5.27,3.27
"266",0.7,"Good","E","SI1",61.7,59,2459,5.62,5.66,3.48
"267",0.7,"Good","G","VS1",64.3,57,2625,5.59,5.64,3.61
"268",0.71,"Good","H","SI1",63.5,57,2096,5.64,5.67,3.59
"269",0.4,"Fair","F","SI1",64.7,58,857,4.67,4.63,3.01
"270",0.56,"Ideal","G","SI2",61.9,54,1173,5.29,5.34,3.29
"271",0.35,"Ideal","E","VS2",62,57,984,4.55,4.51,2.81
"272",1.21,"Ideal","D","VS2",60.9,60,10353,6.91,6.86,4.19
"273",1.01,"Very Good","E","SI1",63.4,58,5684,6.32,6.37,4.02
"274",1.17,"Fair","H","SI2",60,66,4717,6.86,6.78,4.09
"275",0.91,"Very Good","F","SI2",62.4,58,3659,6.17,6.21,3.86
"276",0.56,"Ideal","G","IF",62.2,54,2321,5.3,5.34,3.31
"277",2.05,"Premium","I","VS2",60.8,58,16896,8.26,8.19,5
"278",0.3,"Ideal","F","VS2",62.7,57,605,4.27,4.31,2.69
"279",0.51,"Very Good","G","VS1",61,56,1588,5.17,5.19,3.16
"280",1.17,"Very Good","D","SI2",60.9,60,6062,6.72,6.78,4.11
"281",0.31,"Ideal","H","SI1",61.5,55,464,4.39,4.42,2.71
"282",0.71,"Premium","E","SI1",60.4,62,2441,5.72,5.67,3.44
"283",0.91,"Ideal","G","SI2",60.8,57,3844,6.28,6.22,3.81
"284",0.31,"Ideal","H","SI1",61.4,55,573,4.44,4.36,2.7
"285",1.53,"Ideal","H","VVS2",62.2,57,13629,7.32,7.37,4.57
"286",0.4,"Very Good","F","VVS1",61.9,57,1263,4.69,4.71,2.91
"287",0.4,"Very Good","F","VS1",62.9,58,982,4.67,4.71,2.95
"288",0.3,"Good","E","SI1",63.7,59,675,4.27,4.21,2.7
"289",1.22,"Premium","G","VS2",61.2,58,7729,6.81,6.91,4.2
"290",2.13,"Ideal","J","VS2",62.1,55,15258,8.23,8.29,5.13
"291",0.4,"Very Good","I","VS2",61.9,55,1031,4.73,4.77,2.94
"292",1.07,"Ideal","G","IF",61.5,57,9532,6.59,6.54,4.04
"293",1.01,"Premium","E","VS2",63,60,6335,6.35,6.32,3.99
"294",1.14,"Premium","G","SI1",62.7,58,5424,6.68,6.63,4.17
"295",0.71,"Good","F","VS2",57.8,60,2777,5.87,5.9,3.4
"296",1.01,"Very Good","F","SI1",59.8,59,4890,6.39,6.43,3.83
"297",0.29,"Ideal","H","VS1",61.8,57,498,4.27,4.31,2.64
"298",1.99,"Fair","H","VS2",60.5,63,17713,8.2,8.11,4.93
"299",1.52,"Premium","H","VS2",60.6,61,9704,7.46,7.42,4.51
"300",1.64,"Fair","E","SI2",63.1,60,8954,7.58,7.5,4.75
"301",0.36,"Ideal","F","VVS2",61.5,56,896,4.58,4.61,2.82
"302",0.41,"Very Good","H","VS2",60,57,915,4.92,4.88,2.94
"303",0.72,"Premium","H","SI1",62.7,59,2398,5.73,5.69,3.58
"304",0.71,"Very Good","D","VS1",62.9,56,3465,5.65,5.7,3.57
"305",0.32,"Ideal","G","IF",61.1,57,918,4.41,4.43,2.7
"306",0.5,"Premium","E","VS2",61.4,58,1629,5.1,5.07,3.12
"307",0.34,"Premium","I","VVS1",62.6,58,803,4.47,4.45,2.79
"308",0.38,"Ideal","G","VVS1",62.1,56,973,4.61,4.64,2.87
"309",0.3,"Very Good","H","VVS2",63,56,581,4.24,4.27,2.68
"310",1.52,"Ideal","G","VS2",61.4,56,14692,7.39,7.47,4.56
"311",0.53,"Ideal","F","VS2",61.1,56,1753,5.26,5.22,3.2
"312",0.38,"Ideal","I","VS1",62.3,55,703,4.63,4.66,2.89
"313",0.51,"Very Good","E","VS1",60,57,1717,5.18,5.25,3.13
"314",0.77,"Very Good","F","SI1",59.6,60,3044,5.95,5.97,3.55
"315",0.7,"Ideal","H","VVS1",62.3,58,2866,5.66,5.7,3.54
"316",0.4,"Very Good","H","SI1",62.1,62,666,4.7,4.73,2.93
"317",0.32,"Very Good","G","VVS1",61.4,55,772,4.41,4.45,2.72
"318",0.7,"Fair","G","I1",60.4,58,1069,5.74,5.68,3.45
"319",0.4,"Premium","G","VVS2",61.7,59,1050,4.76,4.73,2.93
"320",0.51,"Ideal","D","VVS2",61.3,56,3223,5.14,5.15,3.16
"321",0.73,"Good","H","SI2",60.9,65,2085,5.86,5.69,3.51
"322",0.7,"Ideal","F","SI1",61.5,56,2348,5.74,5.7,3.52
"323",0.88,"Ideal","I","SI1",62.4,55,3264,6.12,6.16,3.83
"324",0.81,"Ideal","H","IF",61.6,58,4111,5.98,6.01,3.69
"325",0.41,"Ideal","F","VVS2",61.9,55,1192,4.79,4.74,2.95
"326",0.55,"Ideal","G","VVS2",62,56,1981,5.26,5.28,3.27
"327",0.3,"Ideal","D","SI1",61,56,552,4.3,4.33,2.63
"328",2.02,"Ideal","J","SI1",62.4,56,12591,8.03,8.19,5.06
"329",0.4,"Very Good","H","VS1",62.7,56,807,4.71,4.73,2.96
"330",0.34,"Ideal","G","VS2",62.1,57,596,4.46,4.5,2.78
"331",1.01,"Good","H","SI1",63.7,60,4836,6.35,6.3,4.03
"332",0.42,"Ideal","D","VS2",61.8,56,1031,4.8,4.84,2.98
"333",0.34,"Fair","E","VVS1",54,56,1012,4.8,4.76,2.58
"334",0.31,"Ideal","D","SI2",62.1,57,462,4.32,4.34,2.69
"335",1.01,"Very Good","F","VS2",59.2,59,6257,6.49,6.61,3.88
"336",0.71,"Ideal","I","SI1",61.7,55,2255,5.74,5.77,3.55
"337",1.14,"Ideal","G","VS1",61.8,55,8121,6.71,6.76,4.16
"338",1.01,"Premium","G","SI1",59.2,59,4260,6.52,6.58,3.88
"339",0.54,"Good","D","SI2",59.1,65,1377,5.28,5.32,3.13
"340",0.43,"Premium","D","SI1",60.1,58,1064,4.93,4.89,2.95
"341",0.9,"Good","F","SI1",63.2,61,3950,6.09,6.13,3.86
"342",0.42,"Ideal","G","VVS1",61.2,57,1179,4.78,4.82,2.94
"343",1.24,"Premium","E","VS1",59.9,61,10388,6.99,6.96,4.18
"344",0.5,"Premium","H","SI1",62.3,59,1094,5.02,4.99,3.12
"345",1.37,"Premium","G","SI2",59.6,60,6495,7.24,7.18,4.3
"346",0.72,"Premium","H","VS2",61.4,57,2484,5.79,5.75,3.54
"347",0.7,"Very Good","F","SI1",61.4,57,2161,5.73,5.77,3.53
"348",0.27,"Premium","E","VVS2",59,59,799,4.27,4.24,2.51
"349",1.18,"Premium","G","VS2",62.3,62,7137,6.72,6.69,4.18
"350",0.38,"Premium","G","VS1",61.9,59,1069,4.67,4.63,2.88
"351",0.23,"Very Good","F","VS2",63.4,56,402,3.84,3.89,2.45
"352",1.01,"Fair","F","SI1",67.2,60,4276,6.06,6,4.05
"353",1.21,"Premium","D","SI2",62.5,57,6505,6.79,6.71,4.22
"354",0.3,"Very Good","D","SI2",63.3,57,574,4.3,4.26,2.71
"355",0.57,"Ideal","H","SI2",61.5,55,1151,5.35,5.38,3.3
"356",1.02,"Premium","D","SI2",62.3,58,4044,6.42,6.37,3.99
"357",0.7,"Very Good","H","SI2",63.4,55,2094,5.59,5.64,3.56
"358",1,"Very Good","E","I1",62.3,58,3080,6.33,6.38,3.96
